id,Masa,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
2014-08-21-F09,15.7,NA,NA,NA,NA,NA,3
2014-08-21-H09,8.5,12.9,14.0,9.0,NA,NA,1
2014-08-22-A09,8.4,12.3,11.0,8.5,NA,NA,2
2014-08-22-B05,17.9,14.4,13.0,9.5,NA,NA,5
2014-08-22-C02,16.9,NA,NA,NA,NA,NA,5
2014-08-22-C08,13.2,13.4,12.0,9.0,NA,NA,4
2014-08-22-D06,13.8,NA,NA,NA,NA,NA,5
2014-08-22-D13,14.7,13.7,13.0,9.4,NA,NA,4
2014-08-22-F09,16.5,NA,NA,NA,NA,NA,4
2014-08-22-H09,10.2,12.9,14.0,9.1,NA,NA,2
2014-08-23-A09,7.5,12.7,12.0,8.6,NA,NA,3
2014-08-23-B05,22.1,NA,NA,NA,NA,NA,6
2014-08-23-C02,18.4,NA,NA,NA,NA,NA,6
2014-08-23-C08,14.2,NA,NA,NA,NA,NA,5
2014-08-23-D06,15.4,NA,NA,NA,NA,NA,6
2014-08-23-D13,16.6,NA,NA,NA,NA,NA,5
2014-08-23-F09,18.5,NA,NA,NA,NA,NA,5
2014-08-23-H09,11.0,NA,NA,NA,NA,NA,3
2014-08-24-A09,9.0,12.3,11.5,8.7,NA,NA,4
2014-08-24-B05,25.1,16.3,13.0,10.0,NA,NA,7
2014-08-24-C02,21.3,14.8,14.0,10.3,NA,NA,7
2014-08-24-C08,17.5,NA,NA,NA,NA,NA,6
2014-08-24-D05,10.7,13.1,13.0,9.0,NA,NA,1
2014-08-24-D06,20.0,14.0,13.0,10.0,NA,NA,7
2014-08-24-D13,18.6,NA,NA,NA,NA,NA,6
2014-08-24-F09,20.3,NA,NA,NA,NA,NA,6
2014-08-24-H09,13.8,14.1,14.0,9.2,NA,NA,4
2014-08-25-A09,10.3,NA,NA,NA,NA,NA,5
2014-08-25-B05,23.5,NA,NA,NA,NA,NA,8
2014-08-25-C02,28.4,NA,NA,NA,NA,NA,8
2014-08-25-C08,22.2,14.5,14.0,9.7,NA,NA,7
2014-08-25-D05,11.0,NA,NA,NA,NA,NA,2
2014-08-25-D06,21.9,NA,NA,NA,NA,NA,8
2014-08-25-D13,19.8,14.6,14.0,9.9,NA,NA,7
2014-08-25-F09,20.9,NA,NA,NA,NA,NA,7
2014-08-25-H09,14.5,NA,NA,NA,NA,NA,5
2014-08-26-A09,10.7,NA,NA,NA,NA,NA,6
2014-08-26-B05,30.1,NA,NA,NA,NA,NA,9
2014-08-26-C02,26.2,NA,NA,NA,NA,NA,9
2014-08-26-C08,22.9,NA,NA,NA,NA,NA,8
2014-08-26-D05,11.9,NA,NA,NA,NA,NA,3
2014-08-26-D06,26.6,NA,NA,NA,NA,NA,9
2014-08-26-D13,22.6,NA,NA,NA,NA,NA,8
2014-08-26-F09,23.3,NA,NA,NA,NA,NA,8
2014-08-26-H09,16.5,NA,NA,NA,NA,NA,6
2014-08-27-A09,11.6,13.5,13.0,9.3,NA,NA,7
2014-08-27-B05,33.4,18.2,17.0,10.5,NA,NA,10
2014-08-27-C02,31.2,16.8,17.0,10.8,NA,NA,10
2014-08-27-C08,29.3,NA,NA,NA,NA,NA,9
2014-08-27-D05,13.8,NA,NA,NA,NA,NA,4
2014-08-27-D06,26.0,16.7,14.0,10.9,NA,NA,10
2014-08-27-D13,27.0,NA,NA,NA,NA,NA,9
2014-08-27-E14,9.3,13.0,12.0,9.4,NA,NA,1
2014-08-27-F09,26.3,19.7,19.0,11.6,NA,NA,9
2014-08-27-H09,18.5,15.6,13.0,9.5,NA,NA,7
2014-08-28-E14,10.5,NA,NA,NA,NA,NA,2
2014-08-29-A09,13.3,NA,NA,NA,NA,NA,9
2014-08-29-B05,31.3,NA,NA,NA,NA,NA,12
2014-08-29-B13,13.2,13.4,12.5,9.5,NA,NA,1
2014-08-29-C02,26.4,NA,NA,NA,NA,NA,12
2014-08-29-C08,30.3,18.0,17.0,10.5,NA,NA,11
2014-08-29-D13,30.7,17.7,17.5,11.1,NA,NA,11
2014-08-29-E14,10.5,NA,NA,NA,NA,NA,3
2014-08-29-F09,27.3,NA,NA,NA,NA,NA,11
2014-08-29-H09,28.2,NA,NA,NA,NA,NA,9
2014-08-30-B13,12.6,NA,NA,NA,NA,NA,2
2014-08-30-C08,27.2,NA,NA,NA,NA,NA,12
2014-08-30-D05,17.7,NA,NA,NA,NA,NA,7
2014-08-30-D13,30.2,NA,NA,NA,NA,NA,12
2014-08-30-E14,17.9,NA,NA,NA,NA,NA,4
2014-08-30-F09,30.1,NA,NA,NA,NA,NA,12
2014-08-30-H09,24.4,17.7,18.0,10.5,NA,NA,10
2014-08-31-A09,11.4,NA,NA,NA,NA,NA,11
2014-08-31-B05,26.5,NA,NA,NA,NA,NA,14
2014-08-31-B13,14.4,NA,NA,NA,NA,NA,3
2014-08-31-C02,26.4,NA,NA,NA,NA,NA,14
2014-08-31-C08,30.4,19.0,19.5,11.0,NA,NA,13
2014-08-31-D05,15.9,NA,NA,NA,NA,NA,8
2014-08-31-D06,44.9,NA,NA,NA,NA,NA,14
2014-08-31-D13,33.9,18.7,17.5,10.9,NA,NA,13
2014-08-31-E14,14.4,NA,NA,NA,NA,NA,5
2014-08-31-F09,35.4,NA,NA,NA,NA,NA,13
2014-08-31-H09,26.1,NA,NA,NA,NA,NA,11
2014-09-01-A09,19.5,NA,NA,NA,NA,NA,12
2014-09-01-B05,34.4,NA,NA,NA,NA,NA,15
2014-09-01-B13,19.5,14.0,14.0,9.9,NA,NA,4
2014-09-01-C02,31.3,NA,NA,NA,NA,NA,15
2014-09-01-C08,34.0,NA,NA,NA,NA,NA,14
2014-09-01-D05,23.9,NA,NA,NA,NA,NA,9
2014-09-01-D06,40.3,NA,NA,NA,NA,NA,15
2014-09-01-D13,36.6,NA,NA,NA,NA,NA,14
2014-09-01-E14,12.7,NA,NA,NA,NA,NA,6
2014-09-01-F09,42.6,NA,NA,NA,NA,NA,14
2014-09-01-H09,23.2,NA,NA,NA,NA,NA,12
2014-09-02-A09,21.6,15.6,14.0,10.1,NA,NA,13
2014-09-02-B05,39.4,21.7,19.0,11.0,NA,NA,16
2014-09-02-B13,19.7,NA,NA,NA,NA,NA,5
2014-09-02-C02,28.0,20.0,21.5,11.4,NA,NA,16
2014-09-02-C08,37.4,NA,NA,NA,NA,NA,15
2014-09-02-D05,31.7,NA,NA,NA,NA,NA,10
2014-09-02-D06,40.6,21.0,20.5,11.9,NA,NA,16
2014-09-02-D13,34.5,NA,NA,NA,NA,NA,15
2014-09-02-E14,15.8,NA,NA,NA,NA,NA,7
2014-09-02-F09,48.4,NA,NA,NA,NA,NA,15
2014-09-02-H09,21.9,18.4,18.0,11.1,NA,NA,13
2014-09-03-A09,18.3,NA,NA,NA,NA,NA,14
2014-09-03-B05,46.6,NA,NA,NA,NA,NA,17
2014-09-03-B13,22.8,NA,NA,NA,NA,NA,6
2014-09-03-C02,29.6,NA,NA,NA,NA,NA,17
2014-09-03-C08,37.2,21.1,21.5,11.5,NA,NA,16
2014-09-03-D05,29.0,NA,NA,NA,NA,NA,11
2014-09-03-D06,48.5,NA,NA,NA,NA,NA,17
2014-09-03-D13,38.1,20.4,21.0,11.5,NA,NA,16
2014-09-03-E14,24.3,NA,NA,NA,NA,NA,8
2014-09-03-F09,46.8,NA,NA,NA,NA,NA,16
2014-09-03-H09,20.9,NA,NA,NA,NA,NA,14
2014-09-04-A09,16.5,NA,NA,NA,NA,NA,15
2014-09-04-B05,54.0,NA,NA,NA,NA,NA,18
2014-09-04-B13,25.3,15.9,14.0,10.4,NA,NA,7
2014-09-04-C02,27.8,NA,NA,NA,NA,NA,18
2014-09-04-C08,34.6,NA,NA,NA,NA,NA,17
2014-09-04-D05,32.2,NA,NA,NA,NA,NA,12
2014-09-04-D06,49.4,NA,NA,NA,NA,NA,18
2014-09-04-D13,43.2,NA,NA,NA,NA,NA,17
2014-09-04-E14,28.9,NA,NA,NA,NA,NA,9
2014-09-04-F09,44.5,NA,NA,NA,NA,NA,17
2014-09-04-H09,40.5,NA,NA,NA,NA,NA,15
2014-09-05-F09,41.7,NA,NA,NA,NA,NA,18
2014-09-09-A09,30.0,NA,NA,NA,NA,NA,20
2014-09-09-B05,40.0,NA,NA,NA,NA,NA,23
2014-09-09-B13,39.1,NA,NA,NA,NA,NA,12
2014-09-09-C02,40.1,NA,NA,NA,NA,NA,23
2014-09-09-C08,36.1,23.7,27.0,12.3,NA,NA,22
2014-09-09-D05,44.8,NA,NA,NA,NA,NA,17
2014-09-09-D06,42.3,NA,NA,NA,NA,NA,23
2014-09-09-D13,41.6,23.6,27.0,12.5,NA,NA,22
2014-09-09-E14,30.9,NA,NA,NA,NA,NA,14
2014-09-09-F09,38.5,NA,NA,NA,NA,NA,22
2014-09-09-H09,38.6,NA,NA,NA,NA,NA,20
2014-09-10-A09,26.7,NA,NA,NA,NA,NA,21
2014-09-10-B05,37.1,NA,NA,NA,NA,NA,24
2014-09-10-B13,36.0,20.3,19.0,11.6,NA,NA,13
2014-09-10-C02,51.0,NA,NA,NA,NA,NA,24
2014-09-10-C08,34.0,NA,NA,NA,NA,NA,23
2014-09-10-D05,42.7,NA,NA,NA,NA,NA,18
2014-09-10-D06,39.9,NA,NA,NA,NA,NA,24
2014-09-10-D13,39.2,NA,NA,NA,NA,NA,23
2014-09-10-E14,34.5,NA,NA,NA,NA,NA,15
2014-09-10-F09,40.5,NA,NA,NA,NA,NA,23
2014-09-10-H09,35.9,NA,NA,NA,NA,NA,21
2014-09-11-A09,24.6,20.6,20.0,11.5,NA,NA,22
2014-09-11-B05,34.8,25.5,29.5,12.1,NA,NA,25
2014-09-11-B13,41.1,NA,NA,NA,NA,NA,14
2014-09-11-C02,48.3,25.0,31.0,12.2,NA,NA,25
2014-09-11-C08,40.1,NA,NA,NA,NA,NA,24
2014-09-11-D05,46.8,NA,NA,NA,NA,NA,19
2014-09-11-D06,38.3,26.5,30.0,13.5,NA,NA,25
2014-09-11-D13,37.3,NA,NA,NA,NA,NA,24
2014-09-11-E14,31.8,NA,NA,NA,NA,NA,16
2014-09-11-F09,44.5,NA,NA,NA,NA,NA,24
2014-09-11-H09,34.4,23.9,26.0,12.2,NA,NA,22
2014-09-12-A09,23.4,NA,NA,NA,NA,NA,23
2014-09-12-B05,53.4,NA,NA,NA,NA,NA,26
2014-09-12-B13,41.5,NA,NA,NA,NA,NA,15
2014-09-12-C02,49.5,NA,NA,NA,NA,NA,26
2014-09-12-C08,45.9,24.9,31.0,13.1,NA,NA,25
2014-09-12-D05,50.0,NA,NA,NA,NA,NA,20
2014-09-12-D06,43.4,NA,NA,NA,NA,NA,26
2014-09-12-D13,44.6,24.5,31.0,12.9,NA,NA,25
2014-09-12-E14,30.0,NA,NA,NA,NA,NA,17
2014-09-12-F09,40.7,NA,NA,NA,NA,NA,25
2014-09-12-H09,47.6,NA,NA,NA,NA,NA,23
2014-09-13-A09,22.4,NA,NA,NA,NA,NA,24
2014-09-13-B05,48.2,NA,NA,NA,NA,NA,27
2014-09-13-B13,43.3,22.0,20.0,11.8,NA,NA,16
2014-09-13-C02,51.9,NA,NA,NA,NA,NA,27
2014-09-13-C08,46.5,NA,NA,NA,NA,NA,26
2014-09-13-D05,60.6,23.7,27.0,12.7,NA,NA,21
2014-09-13-D06,40.0,NA,NA,NA,NA,NA,27
2014-09-13-D13,40.2,NA,NA,NA,NA,NA,26
2014-09-13-E14,33.4,22.1,23.0,12.0,NA,NA,18
2014-09-13-F09,44.9,NA,NA,NA,NA,NA,26
2014-09-13-H09,50.4,NA,NA,NA,NA,NA,24
2014-09-14-A09,25.8,21.5,21.5,12.2,NA,NA,25
2014-09-14-B05,43.2,26.9,31.5,12.1,NA,NA,28
2014-09-14-B13,39.5,NA,NA,NA,NA,NA,17
2014-09-14-C02,52.8,26.2,36.0,13.6,NA,NA,28
2014-09-14-C08,49.2,NA,NA,NA,NA,NA,27
2014-09-14-D05,55.6,NA,NA,NA,NA,NA,22
2014-09-14-D06,36.8,28.0,35.0,13.0,NA,NA,28
2014-09-14-D13,37.8,NA,NA,NA,NA,NA,27
2014-09-14-E14,31.4,NA,NA,NA,NA,NA,19
2014-09-14-F09,50.8,NA,NA,NA,NA,NA,27
2014-09-14-H09,45.1,25.7,30.0,13.5,NA,NA,25
2014-09-15-A09,31.3,NA,NA,NA,NA,NA,26
2014-09-15-B05,50.6,NA,NA,NA,NA,NA,29
2014-09-15-B13,37.6,NA,NA,NA,NA,NA,18
2014-09-15-C02,46.7,NA,NA,NA,NA,NA,29
2014-09-15-C08,54.1,27.4,34.0,13.3,NA,NA,28
2014-09-15-D05,63.1,NA,NA,NA,NA,NA,23
2014-09-15-D06,35.2,NA,NA,NA,NA,NA,29
2014-09-15-D13,53.4,26.2,49.0,13.2,NA,NA,28
2014-09-15-E14,58.9,NA,NA,NA,NA,NA,20
2014-09-15-F09,51.9,NA,NA,NA,NA,NA,28
2014-09-15-H09,49.0,NA,NA,NA,NA,NA,26
2014-09-16-A09,31.0,NA,NA,NA,NA,NA,27
2014-09-16-B05,57.7,NA,NA,NA,NA,NA,30
2014-09-16-B13,45.5,23.5,23.0,11.6,NA,NA,19
2014-09-16-C02,51.0,NA,NA,NA,NA,NA,30
2014-09-16-C08,51.0,NA,NA,NA,NA,NA,29
2014-09-16-D05,65.9,25.3,30.0,12.7,NA,NA,24
2014-09-16-D06,47.6,NA,NA,NA,NA,NA,30
2014-09-16-D13,55.8,NA,NA,NA,NA,NA,29
2014-09-16-E14,57.2,24.4,24.0,12.5,NA,NA,21
2014-09-16-F09,42.5,NA,NA,NA,NA,NA,29
2014-09-16-H09,45.3,NA,NA,NA,NA,NA,27
2014-09-17-A09,45.0,24.0,25.0,12.4,NA,NA,28
2014-09-17-B05,52.6,28.3,35.0,13.0,NA,NA,31
2014-09-17-B13,50.5,NA,NA,NA,NA,NA,20
2014-09-17-C02,53.5,27.5,39.0,13.5,NA,NA,31
2014-09-17-C08,53.6,NA,NA,NA,NA,NA,30
2014-09-17-D05,66.3,NA,NA,NA,NA,NA,25
2014-09-17-D06,49.5,28.6,35.0,13.3,NA,NA,31
2014-09-17-D13,55.8,NA,NA,NA,NA,NA,30
2014-09-17-E14,50.1,NA,NA,NA,NA,NA,22
2014-09-17-F09,56.3,NA,NA,NA,NA,NA,30
2014-09-17-H09,52.5,27.7,34.0,13.0,NA,NA,28
2014-09-18-A09,46.1,NA,NA,NA,NA,NA,29
2014-09-18-B05,48.7,NA,NA,NA,NA,NA,32
2014-09-18-B13,56.5,NA,NA,NA,NA,NA,21
2014-09-18-C02,48.9,NA,NA,NA,NA,NA,32
2014-09-18-C08,56.4,28.9,41.0,13.8,NA,NA,31
2014-09-18-D05,66.8,NA,NA,NA,NA,NA,26
2014-09-18-D06,62.3,NA,NA,NA,NA,NA,32
2014-09-18-D13,51.5,27.2,43.0,13.2,NA,NA,31
2014-09-18-E14,55.6,NA,NA,NA,NA,NA,23
2014-09-18-F09,56.5,NA,NA,NA,NA,NA,31
2014-09-18-H09,52.9,NA,NA,NA,NA,NA,29
2014-09-19-B13,52.0,25.4,27.0,12.4,NA,NA,22
2014-09-19-D05,62.7,27.2,35.0,13.7,NA,NA,27
2014-09-19-E14,51.7,26.4,30.5,12.8,NA,NA,24
2014-09-20-A09,38.3,25.8,26.0,12.4,NA,NA,31
2014-09-20-B05,45.4,29.0,37.0,12.6,NA,NA,34
2014-09-20-B13,56.4,NA,NA,NA,NA,NA,23
2014-09-20-C02,53.2,29.0,49.0,13.8,NA,NA,34
2014-09-20-C08,67.1,NA,NA,NA,NA,NA,33
2014-09-20-D05,59.1,NA,NA,NA,NA,NA,28
2014-09-20-D06,61.9,30.0,41.0,13.7,NA,NA,34
2014-09-20-D13,50.1,NA,NA,NA,NA,NA,33
2014-09-20-E14,48.0,NA,NA,NA,NA,NA,25
2014-09-20-F09,55.0,NA,NA,NA,NA,NA,33
2014-09-20-H09,56.3,29.2,36.5,13.5,NA,NA,31
2014-09-21-A09,36.4,NA,NA,NA,NA,NA,32
2014-09-21-B05,42.1,NA,NA,NA,NA,NA,35
2014-09-21-B13,61.1,NA,NA,NA,NA,NA,24
2014-09-21-C02,49.1,NA,NA,NA,NA,NA,35
2014-09-21-C08,69.0,30.3,50.0,14.2,NA,NA,34
2014-09-21-D05,68.6,NA,NA,NA,NA,NA,29
2014-09-21-D06,66.2,NA,NA,NA,NA,NA,35
2014-09-21-D13,47.7,28.8,53.0,13.6,8.0,8.0,34
2014-09-21-E14,57.1,NA,NA,NA,NA,NA,26
2014-09-21-F09,52.7,NA,NA,NA,NA,NA,34
2014-09-21-H09,52.0,NA,NA,NA,NA,NA,32
2014-09-22-A09,34.8,NA,NA,NA,NA,NA,33
2014-09-22-B05,40.2,NA,NA,NA,NA,NA,36
2014-09-22-B13,61.9,27.2,28.5,13.2,NA,NA,25
2014-09-22-C02,50.8,NA,NA,NA,NA,NA,36
2014-09-22-C08,64.2,NA,NA,NA,NA,NA,35
2014-09-22-D05,79.0,28.7,38.0,13.6,NA,NA,30
2014-09-22-D06,79.4,NA,NA,NA,NA,NA,36
2014-09-22-D13,56.1,NA,NA,NA,NA,NA,35
2014-09-22-E14,61.1,28.2,31.0,13.2,NA,NA,27
2014-09-22-F09,61.0,NA,NA,NA,NA,NA,35
2014-09-22-H09,60.0,NA,NA,NA,NA,NA,33
2014-09-23-A09,32.4,26.3,30.0,12.7,NA,NA,34
2014-09-23-B05,37.3,29.5,46.0,12.8,8.0,8.0,37
2014-09-23-B13,79.4,NA,NA,NA,NA,NA,26
2014-09-23-C02,49.0,29.0,55.5,14.1,11.0,11.0,37
2014-09-23-C08,67.0,NA,NA,NA,NA,NA,36
2014-09-23-D05,80.3,NA,NA,NA,NA,NA,31
2014-09-23-D06,77.7,31.6,51.0,14.4,8.0,8.0,37
2014-09-23-D13,64.5,NA,NA,NA,NA,NA,36
2014-09-23-E14,56.7,NA,NA,NA,NA,NA,28
2014-09-23-F09,65.2,28.3,55.0,13.5,10.0,10.0,36
2014-09-23-H09,63.5,30.2,44.0,14.5,8.0,8.0,34
2014-09-24-A09,32.0,NA,NA,NA,NA,NA,35
2014-09-24-B05,35.7,NA,NA,NA,NA,NA,38
2014-09-24-B13,73.8,NA,NA,NA,NA,NA,27
2014-09-24-C02,53.5,NA,NA,NA,NA,NA,38
2014-09-24-C08,62.1,31.3,61.0,14.5,10.0,NA,37
2014-09-24-D05,72.9,NA,NA,NA,NA,NA,32
2014-09-24-D06,83.3,NA,NA,NA,NA,NA,38
2014-09-24-D13,65.4,29.6,58.0,13.8,12.0,12.0,37
2014-09-24-E14,70.2,NA,NA,NA,NA,NA,29
2014-09-24-F09,68.3,NA,NA,NA,NA,NA,37
2014-09-24-H09,65.5,NA,NA,NA,NA,NA,35
2014-09-25-A09,49.2,NA,NA,NA,NA,NA,36
2014-09-25-B05,43.5,NA,NA,NA,NA,NA,39
2014-09-25-B13,70.0,28.7,36.5,13.4,NA,NA,28
2014-09-25-C02,57.9,NA,NA,NA,NA,NA,39
2014-09-25-C08,63.0,NA,NA,NA,NA,NA,38
2014-09-25-D05,75.0,30.1,46.0,14.1,8.0,8.0,33
2014-09-25-D06,90.3,NA,NA,NA,NA,NA,39
2014-09-25-D13,60.4,NA,NA,NA,NA,NA,38
2014-09-25-E14,75.5,30.0,35.0,13.2,NA,NA,30
2014-09-25-F09,64.6,NA,NA,NA,NA,NA,38
2014-09-25-H09,66.2,NA,NA,NA,NA,NA,36
2014-09-26-A09,54.9,27.3,33.5,13.2,NA,NA,37
2014-09-26-B05,52.7,29.8,50.5,13.4,10.0,10.0,40
2014-09-26-B13,71.6,NA,NA,NA,NA,NA,29
2014-09-26-C02,NA,30.1,60.5,14.4,18.0,15.0,40
2014-09-26-C08,71.1,NA,NA,NA,NA,NA,39
2014-09-26-D05,69.5,NA,NA,NA,NA,NA,34
2014-09-26-D06,94.2,33.0,60.0,14.5,14.0,14.0,40
2014-09-26-D13,57.5,NA,NA,NA,NA,NA,39
2014-09-26-E14,74.5,NA,NA,NA,NA,NA,31
2014-09-26-F09,72.5,28.8,62.0,13.8,15.0,15.0,39
2014-09-26-H09,70.5,31.8,52.0,14.8,9.0,9.0,37
2014-09-27-A09,51.6,NA,NA,NA,NA,NA,38
2014-09-27-B05,48.0,NA,NA,NA,NA,NA,41
2014-09-27-B13,67.6,NA,NA,NA,NA,NA,30
2014-09-27-C02,71.8,NA,NA,NA,NA,NA,41
2014-09-27-C08,68.6,31.2,67.5,14.8,18.0,16.0,40
2014-09-27-D05,86.6,NA,NA,NA,NA,NA,35
2014-09-27-D06,92.4,NA,NA,NA,NA,NA,41
2014-09-27-D13,54.9,30.0,62.5,13.9,14.0,14.0,40
2014-09-27-E14,76.6,NA,NA,NA,NA,NA,32
2014-09-27-F09,67.5,NA,NA,NA,NA,NA,40
2014-09-27-H09,65.5,NA,NA,NA,NA,NA,38
2014-09-28-A09,47.7,NA,NA,NA,NA,NA,39
2014-09-28-B05,50.6,NA,NA,NA,NA,NA,42
2014-09-28-B13,84.0,29.6,46.0,13.8,NA,NA,31
2014-09-28-C02,70.0,NA,NA,NA,NA,NA,42
2014-09-28-C08,69.3,NA,NA,NA,NA,NA,41
2014-09-28-D05,81.7,31.1,60.0,14.1,13.5,13.5,36
2014-09-28-D06,85.6,NA,NA,NA,NA,NA,42
2014-09-28-D13,60.1,NA,NA,NA,NA,NA,41
2014-09-28-E14,81.5,31.2,45.0,14.3,NA,NA,33
2014-09-28-F09,64.6,NA,NA,NA,NA,NA,41
2014-09-28-H09,61.8,NA,NA,NA,NA,NA,39
2014-09-29-A09,45.0,28.3,43.5,13.4,NA,NA,40
2014-09-29-B05,46.6,30.3,59.5,13.6,16.0,12.0,43
2014-09-29-B13,76.9,NA,NA,NA,NA,NA,32
2014-09-29-C02,72.5,29.5,68.0,14.8,18.0,19.0,43
2014-09-29-C08,63.3,NA,NA,NA,NA,NA,42
2014-09-29-D05,84.7,NA,NA,NA,NA,NA,37
2014-09-29-D06,91.9,33.2,66.0,15.4,10.0,12.0,43
2014-09-29-D13,74.3,NA,NA,NA,NA,NA,42
2014-09-29-E14,88.9,NA,NA,NA,NA,NA,34
2014-09-29-F09,72.6,29.0,67.0,13.9,26.0,20.0,42
2014-09-29-H09,67.2,32.2,59.0,15.5,11.0,12.0,40
2014-09-30-A09,42.2,NA,NA,NA,NA,NA,41
2014-09-30-B05,43.8,NA,NA,NA,NA,NA,44
2014-09-30-B13,78.4,NA,NA,NA,NA,NA,33
2014-09-30-C02,75.6,NA,NA,NA,NA,NA,44
2014-09-30-C08,59.4,31.9,72.0,15.1,21.0,18.0,43
2014-09-30-D05,86.1,NA,NA,NA,NA,NA,38
2014-09-30-D06,91.9,NA,NA,NA,NA,NA,44
2014-09-30-D13,73.1,30.5,67.0,14.5,21.0,20.0,43
2014-09-30-E14,81.6,NA,NA,NA,NA,NA,35
2014-09-30-F09,71.0,NA,NA,NA,NA,NA,43
2014-09-30-H09,73.8,NA,NA,NA,NA,NA,41
2014-10-01-A09,40.7,NA,NA,NA,NA,NA,42
2014-10-01-B05,55.3,NA,NA,NA,NA,NA,45
2014-10-01-B13,80.5,31.2,52.0,14.4,5.0,5.0,34
2014-10-01-C02,77.9,NA,NA,NA,NA,NA,45
2014-10-01-C08,56.5,NA,NA,NA,NA,NA,44
2014-10-01-D05,80.1,32.2,62.5,15.5,22.0,27.0,39
2014-10-01-D06,95.9,NA,NA,NA,NA,NA,45
2014-10-01-D13,77.8,NA,NA,NA,NA,NA,44
2014-10-01-E14,77.1,32.6,46.5,14.6,7.0,7.0,36
2014-10-01-F09,68.9,NA,NA,NA,NA,NA,44
2014-10-01-H09,69.2,NA,NA,NA,NA,NA,42
2014-10-02-A09,38.8,28.9,45.0,13.5,NA,NA,43
2014-10-02-B05,50.1,30.7,61.0,13.8,18.0,19.0,46
2014-10-02-B13,83.6,NA,NA,NA,NA,NA,35
2014-10-02-C02,80.0,30.2,72.5,15.1,24.0,25.0,46
2014-10-02-C08,54.7,NA,NA,NA,NA,NA,45
2014-10-02-D05,84.2,NA,NA,NA,NA,NA,40
2014-10-02-D06,98.8,NA,NA,NA,NA,NA,46
2014-10-02-D13,80.4,NA,NA,NA,NA,NA,45
2014-10-02-E14,72.8,NA,NA,NA,NA,NA,37
2014-10-02-F09,66.9,29.6,76.0,14.1,22.0,25.0,45
2014-10-02-H09,73.2,33.7,64.0,14.9,12.0,13.0,43
2014-10-03-A09,47.1,NA,NA,NA,NA,NA,44
2014-10-03-B05,66.2,NA,NA,NA,NA,NA,47
2014-10-03-B13,78.0,NA,NA,NA,NA,NA,36
2014-10-03-C02,91.2,NA,NA,NA,NA,NA,47
2014-10-03-D05,77.7,NA,NA,NA,NA,NA,41
2014-10-03-D06,98.2,33.6,73.0,15.1,18.0,19.0,47
2014-10-03-D13,73.4,31.6,74.5,14.5,20.5,21.5,46
2014-10-03-E14,69.5,NA,NA,NA,NA,NA,38
2014-10-03-F09,79.0,NA,NA,NA,NA,NA,46
2014-10-03-H09,68.5,NA,NA,NA,NA,NA,44
2014-10-04-A09,53.1,NA,NA,NA,NA,NA,45
2014-10-04-B05,68.4,NA,NA,NA,NA,NA,48
2014-10-04-B13,84.8,32.1,59.0,14.9,14.0,14.0,37
2014-10-04-C02,89.5,NA,NA,NA,NA,NA,48
2014-10-04-D05,82.8,32.1,69.0,14.6,22.0,22.5,42
2014-10-04-D06,101.9,NA,NA,NA,NA,NA,48
2014-10-04-D13,74.5,NA,NA,NA,NA,NA,47
2014-10-04-E14,65.9,34.0,56.0,14.5,11.0,11.0,39
2014-10-04-F09,85.6,NA,NA,NA,NA,NA,47
2014-10-04-H09,83.2,NA,NA,NA,NA,NA,45
2014-10-05-A09,58.0,NA,56.0,14.6,7.0,7.0,46
2014-10-05-B05,72.3,31.1,68.0,14.0,25.0,25.5,49
2014-10-05-B13,84.3,NA,NA,NA,NA,NA,38
2014-10-05-C02,92.8,30.0,85.5,14.8,29.5,32.0,49
2014-10-05-D05,87.9,NA,NA,NA,NA,NA,43
2014-10-05-D06,95.0,32.5,77.0,15.5,22.0,23.0,49
2014-10-05-D13,74.3,NA,NA,NA,NA,NA,48
2014-10-05-E14,85.3,NA,NA,NA,NA,NA,40
2014-10-05-F09,80.5,29.5,87.0,14.4,33.0,33.5,48
2014-10-09-A09,46.8,NA,NA,NA,NA,NA,50
2014-10-09-B05,60.7,NA,NA,NA,NA,NA,53
2014-10-09-B13,79.4,NA,NA,NA,NA,NA,42
2014-10-09-C02,74.6,NA,NA,NA,NA,NA,53
2014-10-09-D05,79.6,NA,NA,NA,NA,NA,47
2014-10-09-D06,81.2,NA,NA,NA,NA,NA,53
2014-10-09-D13,55.4,31.7,95.0,15.0,35.0,38.0,52
2014-10-09-E14,82.3,NA,NA,NA,NA,NA,44
2014-10-09-F09,66.5,NA,NA,NA,NA,NA,52
2014-10-09-H09,70.8,NA,NA,NA,NA,NA,50
2014-10-10-A09,44.3,NA,NA,NA,NA,NA,51
2014-10-10-B05,57.5,NA,NA,NA,NA,NA,54
2014-10-10-B13,75.7,32.9,71.5,15.0,23.0,19.0,43
2014-10-10-C02,69.0,NA,NA,NA,NA,NA,54
2014-10-10-D05,76.4,32.6,92.0,15.2,32.0,36.0,48
2014-10-10-D06,77.2,NA,NA,NA,NA,NA,54
2014-10-10-D13,59.7,NA,NA,NA,NA,NA,53
2014-10-10-E14,77.5,34.4,68.0,15.2,20.5,19.0,45
2014-10-10-F09,62.2,NA,NA,NA,NA,NA,53
2014-10-10-H09,66.7,NA,NA,NA,NA,NA,51
